Samples    property    nMgO    metal_coord    HL_gap    pdos_c    pdos_w    av_d    O_Mc    ratio_Mg_Si_cluster    Q_1    Q_2    Q_3    Q_4    Q_5    Q_6
H-MgO_12_SiO2_6_Andreas_3-site14    0.497    12    3    3.342    -3.082    1.474    1.858    -0.728    2.0    0.667    0.3    0.371    0.78    0.549    0.38
H-MgO_12_SiO2_6_Andreas_3-site15    1.532    12    3    3.342    -1.099    0.805    1.941    -0.934    2.0    1.0    0.472    0.209    0.691    0.698    0.441
H-MgO_12_SiO2_6_Andreas_3-site16    1.28    12    2    3.342    -1.482    1.455    1.76    -0.577    2.0    0.5    0.584    0.571    0.836    0.721    0.574
H-MgO_12_SiO2_6_Andreas_3-site17    0.925    12    3    3.342    -2.653    1.518    1.88    -0.613    2.0    0.667    0.327    0.417    0.724    0.532    0.551
H-MgO_12_SiO2_6_Andreas_3-site18    0.931    12    3    3.342    -2.331    1.42    1.944    -0.648    2.0    0.667    0.56    0.069    0.602    0.756    0.546
H-MgO_12_SiO2_6_Andreas_3-site20    1.286    12    2    3.342    -1.477    1.453    1.761    -0.576    2.0    0.5    0.587    0.568    0.834    0.725    0.573
H-MgO_12_SiO2_6_Andreas_3-site23    0.928    12    3    3.342    -2.334    1.42    1.944    -0.648    2.0    0.667    0.56    0.069    0.602    0.756    0.546
H-MgO_12_SiO2_6_Andreas_3-site26    1.227    12    2    3.342    -2.267    1.439    1.79    -0.637    2.0    0.5    0.601    0.555    0.826    0.746    0.572
H-MgO_12_SiO2_6_Andreas_3-site29    1.112    12    2    3.342    -1.72    1.433    1.742    -0.594    2.0    0.5    0.589    0.566    0.833    0.729    0.573
H-MgO_12_SiO2_6_Andreas_3-site31    0.925    12    3    3.342    -2.657    1.517    1.879    -0.613    2.0    0.667    0.328    0.416    0.724    0.532    0.551
H-MgO_12_SiO2_6_Andreas_3-site33    1.234    12    2    3.342    -2.263    1.437    1.791    -0.636    2.0    0.5    0.603    0.553    0.824    0.749    0.572
H-MgO_12_SiO2_6_Andreas_3-site34    1.286    12    2    3.342    -1.775    1.38    1.78    -0.607    2.0    0.5    0.669    0.508    0.759    0.817    0.638
H-MgO_12_SiO2_6_Andreas_3-site35    0.495    12    3    3.342    -3.083    1.473    1.858    -0.728    2.0    0.667    0.3    0.372    0.78    0.549    0.381
H-MgO_12_SiO2_6_Andreas_3-site40    0.524    12    3    3.342    -2.921    1.482    1.947    -0.698    2.0    0.667    0.416    0.301    0.716    0.633    0.458
H-MgO_12_SiO2_6_Andreas_3-site7    0.524    12    3    3.342    -2.912    1.479    1.947    -0.698    2.0    0.667    0.42    0.297    0.715    0.636    0.457
H-MgO_12_SiO2_6_Andreas_3-site8    1.292    12    2    3.342    -1.773    1.38    1.78    -0.607    2.0    0.5    0.669    0.508    0.759    0.817    0.638
H-MgO_12_SiO2_6_Escatllar-site18    1.061    12    3    3.511    -2.73    1.461    1.879    -0.686    2.0    0.667    0.391    0.332    0.725    0.605    0.471
H-MgO_12_SiO2_6_Escatllar-site19    0.978    12    2    3.511    -1.963    1.365    1.758    -0.63    2.0    0.5    0.671    0.507    0.757    0.818    0.642
H-MgO_12_SiO2_6_Escatllar-site20    0.774    12    3    3.511    -2.639    1.394    1.919    -0.668    2.0    0.667    0.505    0.202    0.655    0.703    0.506
H-MgO_12_SiO2_6_Escatllar-site21    0.89    12    3    3.511    -2.662    1.443    1.931    -0.696    2.0    0.667    0.336    0.444    0.683    0.557    0.596
H-MgO_12_SiO2_6_Escatllar-site22    1.351    12    2    3.511    -2.435    1.387    1.859    -0.712    2.0    0.5    0.719    0.501    0.689    0.828    0.729
H-MgO_12_SiO2_6_Escatllar-site23    1.005    12    3    3.511    -2.455    1.486    1.896    -0.695    2.0    0.667    0.367    0.378    0.72    0.569    0.521
H-MgO_12_SiO2_6_Escatllar-site24    1.074    12    2    3.511    -1.897    1.392    1.756    -0.642    2.0    0.5    0.648    0.519    0.784    0.801    0.606
H-MgO_12_SiO2_6_Escatllar-site27    2.075    12    2    3.511    -1.564    1.362    1.792    -0.628    2.0    0.5    0.696    0.501    0.723    0.828    0.686
H-MgO_12_SiO2_6_Escatllar-site28    1.196    12    3    3.511    -2.29    1.398    1.944    -0.679    2.0    0.667    0.524    0.163    0.639    0.723    0.514
H-MgO_12_SiO2_6_Escatllar-site30    0.854    12    3    3.511    -2.623    1.398    1.903    -0.692    2.0    0.667    0.545    0.071    0.622    0.756    0.517
H-MgO_12_SiO2_6_Escatllar-site31    0.484    12    3    3.511    -2.623    1.426    1.884    -0.663    2.0    0.667    0.451    0.261    0.7    0.661    0.456
H-MgO_12_SiO2_6_Escatllar-site33    0.633    12    3    3.511    -2.721    1.611    1.915    -0.702    2.0    0.667    0.375    0.406    0.679    0.588    0.579
H-MgO_12_SiO2_6_Escatllar-site34    0.98    12    2    3.511    -1.621    1.352    1.775    -0.623    2.0    0.5    0.675    0.506    0.752    0.82    0.648
H-MgO_12_SiO2_6_Escatllar-site35    1.274    12    2    3.511    -1.244    1.356    1.772    -0.614    2.0    0.5    0.699    0.5    0.719    0.829    0.692
H-MgO_12_SiO2_6_Escatllar-site36    0.554    12    3    3.511    -2.656    1.591    1.886    -0.698    2.0    0.667    0.309    0.444    0.711    0.522    0.584
H-MgO_12_SiO2_6_Escatllar-site38    0.917    12    3    3.511    -2.164    1.419    1.952    -0.619    2.0    0.667    0.579    0.067    0.576    0.756    0.579
H-MgO_12_SiO2_6_Escatllar-site39    1.344    12    2    3.511    -1.752    1.412    1.781    -0.611    2.0    0.5    0.68    0.504    0.745    0.823    0.657
H-MgO_12_SiO2_6_Escatllar-site41    1.079    12    3    3.511    -2.494    1.419    1.905    -0.652    2.0    0.667    0.54    0.078    0.629    0.754    0.508
H-MgO_14_SiO2_7_Andreas_0-site1    1.198    14    2    3.165    -2.084    1.421    1.842    -0.637    2.0    0.5    0.657    0.514    0.774    0.809    0.619
H-MgO_14_SiO2_7_Andreas_0-site10    1.299    14    2    3.165    -2.071    1.403    1.758    -0.651    2.0    0.5    0.601    0.555    0.826    0.745    0.572
H-MgO_14_SiO2_7_Andreas_0-site11    0.542    14    2    3.165    -2.365    1.387    1.751    -0.654    2.0    0.5    0.595    0.56    0.829    0.738    0.572
H-MgO_14_SiO2_7_Andreas_0-site15    0.871    14    3    3.165    -3.164    1.446    1.857    -0.685    2.0    0.667    0.413    0.31    0.718    0.622    0.463
H-MgO_14_SiO2_7_Andreas_0-site16    1.624    14    3    3.165    -1.246    0.749    1.929    -0.97    2.0    1.0    0.436    0.254    0.717    0.666    0.417
H-MgO_14_SiO2_7_Andreas_0-site2    0.865    14    3    3.165    -2.99    1.405    1.899    -0.713    2.0    0.667    0.488    0.224    0.667    0.692    0.499
H-MgO_14_SiO2_7_Andreas_0-site20    0.445    14    3    3.165    -3.079    1.453    1.905    -0.702    2.0    0.667    0.423    0.299    0.713    0.629    0.462
H-MgO_14_SiO2_7_Andreas_0-site21    0.947    14    3    3.165    -2.725    1.479    1.911    -0.701    2.0    0.667    0.462    0.305    0.656    0.653    0.569
H-MgO_14_SiO2_7_Andreas_0-site23    0.732    14    2    3.165    -2.071    1.452    1.741    -0.592    2.0    0.5    0.524    0.635    0.851    0.63    0.637
H-MgO_14_SiO2_7_Andreas_0-site27    0.695    14    3    3.165    -2.921    1.551    1.881    -0.709    2.0    0.667    0.276    0.45    0.723    0.537    0.548
H-MgO_14_SiO2_7_Andreas_0-site28    1.027    14    3    3.165    -2.486    1.427    1.926    -0.586    2.0    0.667    0.57    0.039    0.588    0.761    0.563
H-MgO_14_SiO2_7_Andreas_0-site32    0.211    14    3    3.165    -3.324    1.541    1.883    -0.718    2.0    0.667    0.297    0.466    0.694    0.533    0.602
H-MgO_14_SiO2_7_Andreas_0-site34    1.176    14    3    3.165    -1.892    0.722    1.915    -1.008    2.0    1.0    0.369    0.3    0.763    0.62    0.334
H-MgO_14_SiO2_7_Andreas_0-site38    1.102    14    2    3.165    -1.899    1.381    1.81    -0.618    2.0    0.5    0.683    0.503    0.742    0.824    0.661
H-MgO_14_SiO2_7_Andreas_0-site4    0.8    14    3    3.165    -3.899    2.023    1.858    -0.421    2.0    0.333    0.164    0.557    0.661    0.487    0.683
H-MgO_14_SiO2_7_Andreas_0-site40    1.404    14    3    3.165    -2.715    1.571    1.898    -0.636    2.0    0.667    0.375    0.452    0.6    0.655    0.624
H-MgO_14_SiO2_7_Andreas_0-site41    0.523    14    3    3.165    -3.345    1.477    1.903    -0.722    2.0    0.667    0.282    0.525    0.631    0.543    0.653
H-MgO_14_SiO2_7_Andreas_0-site42    0.838    14    3    3.165    -2.988    1.471    1.919    -0.681    2.0    0.667    0.511    0.233    0.64    0.685    0.541
H-MgO_14_SiO2_7_Andreas_0-site43    0.609    14    2    3.165    -2.988    1.444    1.792    -0.708    2.0    0.5    0.559    0.597    0.846    0.683    0.592
H-MgO_14_SiO2_7_Andreas_0-site44    0.485    14    3    3.165    -2.518    1.62    1.889    -0.676    2.0    0.667    0.196    0.53    0.671    0.54    0.608
H-MgO_14_SiO2_7_Andreas_0-site45    1.442    14    2    3.165    -1.162    1.357    1.785    -0.596    2.0    0.5    0.689    0.502    0.733    0.826    0.674
H-MgO_14_SiO2_7_Andreas_0-site5    0.604    14    3    3.165    -2.94    1.528    1.883    -0.686    2.0    0.667    0.425    0.308    0.706    0.628    0.484
H-MgO_14_SiO2_7_Andreas_0-site6    1.077    14    2    3.165    -1.776    1.404    1.758    -0.619    2.0    0.5    0.648    0.519    0.784    0.8    0.606
H-MgO_14_SiO2_7_Andreas_1-site0    1.456    14    2    2.727    -1.877    1.459    1.765    -0.591    2.0    0.5    0.559    0.596    0.846    0.684    0.591
H-MgO_14_SiO2_7_Andreas_1-site11    2.145    14    2    2.727    -1.328    1.376    1.756    -0.591    2.0    0.5    0.643    0.522    0.789    0.796    0.6
H-MgO_14_SiO2_7_Andreas_1-site13    1.464    14    2    2.727    -2.708    1.508    1.81    -0.63    2.0    0.5    0.558    0.597    0.846    0.682    0.593
H-MgO_14_SiO2_7_Andreas_1-site21    0.909    14    3    2.727    -2.925    1.467    1.879    -0.702    2.0    0.667    0.387    0.29    0.75    0.633    0.366
H-MgO_14_SiO2_7_Andreas_1-site24    0.696    14    3    2.727    -3.36    1.46    1.894    -0.632    2.0    0.667    0.442    0.23    0.719    0.68    0.391
H-MgO_14_SiO2_7_Andreas_1-site26    1.987    14    3    2.727    -1.353    0.749    1.911    -0.908    2.0    1.0    0.522    0.092    0.651    0.75    0.472
H-MgO_14_SiO2_7_Andreas_1-site27    2.119    14    3    2.727    -1.131    0.772    1.932    -0.933    2.0    1.0    0.478    0.186    0.691    0.708    0.425
H-MgO_14_SiO2_7_Andreas_1-site3    1.809    14    2    2.727    -1.955    1.367    1.75    -0.642    2.0    0.5    0.62    0.539    0.812    0.77    0.578
H-MgO_14_SiO2_7_Andreas_1-site30    1.331    14    3    2.727    -2.722    1.587    1.862    -0.688    2.0    0.667    0.247    0.529    0.632    0.589    0.602
H-MgO_14_SiO2_7_Andreas_1-site31    1.787    14    2    2.727    -1.524    1.399    1.752    -0.6    2.0    0.5    0.638    0.525    0.794    0.791    0.595
H-MgO_14_SiO2_7_Andreas_1-site32    0.711    14    3    2.727    -3.097    1.49    1.88    -0.639    2.0    0.667    0.434    0.294    0.7    0.645    0.487
H-MgO_14_SiO2_7_Andreas_1-site33    1.056    14    3    2.727    -3.414    1.423    1.894    -0.662    2.0    0.667    0.546    0.054    0.621    0.759    0.518
H-MgO_14_SiO2_7_Andreas_1-site34    1.255    14    2    2.727    -2.352    1.416    1.764    -0.628    2.0    0.5    0.587    0.568    0.834    0.725    0.573
H-MgO_14_SiO2_7_Andreas_1-site35    1.197    14    3    2.727    -3.351    1.404    1.964    -0.642    2.0    0.667    0.565    0.029    0.596    0.762    0.554
H-MgO_14_SiO2_7_Andreas_1-site37    0.823    14    3    2.727    -3.962    1.407    1.894    -0.652    2.0    0.667    0.567    0.025    0.592    0.763    0.558
H-MgO_14_SiO2_7_Andreas_1-site4    1.029    14    3    2.727    -2.968    1.609    1.894    -0.728    2.0    0.667    0.162    0.566    0.626    0.577    0.605
H-MgO_14_SiO2_7_Andreas_1-site40    1.412    14    3    2.727    -2.595    1.428    1.922    -0.654    2.0    0.667    0.539    0.083    0.63    0.753    0.507
H-MgO_14_SiO2_7_Andreas_1-site44    1.494    14    2    2.727    -2.572    1.392    1.756    -0.633    2.0    0.5    0.589    0.566    0.833    0.729    0.573
H-MgO_14_SiO2_7_Andreas_1-site6    0.874    14    3    2.727    -3.562    1.44    1.899    -0.699    2.0    0.667    0.454    0.195    0.715    0.702    0.372
H-MgO_14_SiO2_7_Andreas_1-site7    1.36    14    2    2.727    -1.995    1.469    1.762    -0.595    2.0    0.5    0.559    0.596    0.846    0.684    0.591
H-MgO_14_SiO2_7_Andreas_1-site9    0.593    14    3    2.727    -3.334    1.634    1.953    -0.933    2.0    0.667    0.297    0.514    0.593    0.656    0.572
H-MgO_14_SiO2_7_Andreas_2-site0    0.935    14    2    3.528    -1.667    1.4    1.758    -0.579    2.0    0.5    0.644    0.522    0.789    0.796    0.601
H-MgO_14_SiO2_7_Andreas_2-site10    1.005    14    3    3.528    -2.935    1.434    1.921    -0.672    2.0    0.667    0.537    0.111    0.629    0.744    0.513
H-MgO_14_SiO2_7_Andreas_2-site11    0.748    14    3    3.528    -2.905    1.502    1.872    -0.72    2.0    0.667    0.332    0.383    0.745    0.555    0.483
H-MgO_14_SiO2_7_Andreas_2-site13    0.397    14    3    3.528    -3.013    1.575    1.877    -0.727    2.0    0.667    0.268    0.459    0.723    0.513    0.572
H-MgO_14_SiO2_7_Andreas_2-site16    1.34    14    3    3.528    -0.948    0.752    1.918    -0.973    2.0    1.0    0.44    0.247    0.713    0.674    0.424
H-MgO_14_SiO2_7_Andreas_2-site18    0.662    14    3    3.528    -2.705    1.504    1.869    -0.689    2.0    0.667    0.32    0.396    0.745    0.545    0.496
H-MgO_14_SiO2_7_Andreas_2-site20    0.883    14    3    3.528    -2.386    1.465    1.92    -0.697    2.0    0.667    0.422    0.322    0.691    0.639    0.523
H-MgO_14_SiO2_7_Andreas_2-site22    0.748    14    3    3.528    -2.847    1.426    1.882    -0.704    2.0    0.667    0.413    0.313    0.718    0.616    0.467
H-MgO_14_SiO2_7_Andreas_2-site24    1.041    14    2    3.528    -1.644    1.335    1.775    -0.598    2.0    0.5    0.687    0.502    0.736    0.826    0.67
H-MgO_14_SiO2_7_Andreas_2-site29    0.818    14    3    3.528    -2.655    1.39    1.902    -0.692    2.0    0.667    0.503    0.208    0.655    0.701    0.511
H-MgO_14_SiO2_7_Andreas_2-site3    0.814    14    3    3.528    -2.739    1.581    1.881    -0.68    2.0    0.667    0.273    0.473    0.705    0.516    0.601
H-MgO_14_SiO2_7_Andreas_2-site31    0.904    14    2    3.528    -1.839    1.462    1.764    -0.599    2.0    0.5    0.581    0.573    0.837    0.717    0.575
H-MgO_14_SiO2_7_Andreas_2-site35    1.277    14    2    3.528    -1.295    1.437    1.763    -0.594    2.0    0.5    0.578    0.576    0.838    0.713    0.577
H-MgO_14_SiO2_7_Andreas_2-site36    0.766    14    3    3.528    -2.767    1.482    1.917    -0.728    2.0    0.667    0.453    0.289    0.693    0.635    0.483
H-MgO_14_SiO2_7_Andreas_2-site37    0.663    14    3    3.528    -3.07    1.449    1.915    -0.682    2.0    0.667    0.49    0.191    0.675    0.708    0.464
H-MgO_14_SiO2_7_Andreas_2-site45    0.828    14    3    3.528    -2.059    1.451    1.898    -0.632    2.0    0.667    0.512    0.156    0.655    0.726    0.484
H-MgO_14_SiO2_7_Andreas_2-site46    1.131    14    2    3.528    -1.919    1.466    1.738    -0.643    2.0    0.5    0.495    0.667    0.847    0.589    0.683
H-MgO_14_SiO2_7_Andreas_2-site47    1.167    14    2    3.528    -1.2    1.375    1.793    -0.591    2.0    0.5    0.678    0.505    0.748    0.822    0.654
H-MgO_14_SiO2_7_Andreas_2-site48    1.418    14    3    3.528    -1.402    0.786    1.926    -0.999    2.0    1.0    0.365    0.371    0.726    0.571    0.505
H-MgO_14_SiO2_7_Andreas_2-site5    0.701    14    3    3.528    -2.66    1.458    1.889    -0.711    2.0    0.667    0.432    0.275    0.709    0.657    0.453
H-MgO_14_SiO2_7_Andreas_2-site6    0.985    14    2    3.528    -1.726    1.409    1.743    -0.581    2.0    0.5    0.601    0.555    0.826    0.746    0.572
H-MgO_14_SiO2_7_Andreas_2-site7    1.159    14    2    3.528    -1.849    1.438    1.741    -0.61    2.0    0.5    0.593    0.562    0.831    0.735    0.572
H-MgO_14_SiO2_7_Andreas_3-site0    0.989    14    3    3.057    -2.501    1.58    1.857    -0.654    2.0    0.667    0.392    0.408    0.641    0.635    0.609
H-MgO_14_SiO2_7_Andreas_3-site1    0.55    14    3    3.057    -3.628    1.426    1.912    -0.744    2.0    0.667    0.494    0.196    0.667    0.707    0.483
H-MgO_14_SiO2_7_Andreas_3-site12    0.66    14    3    3.057    -2.812    1.387    1.906    -0.689    2.0    0.667    0.52    0.16    0.646    0.724    0.501
H-MgO_14_SiO2_7_Andreas_3-site14    0.536    14    3    3.057    -3.393    1.397    1.889    -0.677    2.0    0.667    0.478    0.236    0.674    0.686    0.497
H-MgO_14_SiO2_7_Andreas_3-site15    0.843    14    2    3.057    -2.254    1.341    1.773    -0.606    2.0    0.5    0.678    0.505    0.748    0.822    0.654
H-MgO_14_SiO2_7_Andreas_3-site16    0.715    14    3    3.057    -2.616    1.528    1.871    -0.661    2.0    0.667    0.331    0.42    0.7    0.585    0.549
H-MgO_14_SiO2_7_Andreas_3-site18    1.39    14    3    3.057    -2.291    1.478    1.904    -0.696    2.0    0.667    0.467    0.264    0.674    0.672    0.516
H-MgO_14_SiO2_7_Andreas_3-site20    0.96    14    3    3.057    -3.008    1.583    1.916    -0.633    2.0    0.667    0.382    0.474    0.555    0.679    0.637
H-MgO_14_SiO2_7_Andreas_3-site25    0.983    14    2    3.057    -2.324    1.408    1.743    -0.652    2.0    0.5    0.57    0.585    0.842    0.7    0.582
H-MgO_14_SiO2_7_Andreas_3-site30    1.051    14    2    3.057    -2.379    1.381    1.745    -0.647    2.0    0.5    0.616    0.542    0.815    0.765    0.576
H-MgO_14_SiO2_7_Andreas_3-site31    0.709    14    3    3.057    -2.653    1.537    1.885    -0.649    2.0    0.667    0.39    0.382    0.674    0.622    0.572
H-MgO_14_SiO2_7_Andreas_3-site33    1.239    14    2    3.057    -1.44    1.363    1.804    -0.617    2.0    0.5    0.693    0.501    0.728    0.827    0.68
H-MgO_14_SiO2_7_Andreas_3-site34    0.743    14    3    3.057    -2.733    1.553    1.897    -0.648    2.0    0.667    0.41    0.405    0.625    0.638    0.63
H-MgO_14_SiO2_7_Andreas_3-site38    0.418    14    3    3.057    -2.89    1.429    1.877    -0.692    2.0    0.667    0.423    0.334    0.683    0.631    0.541
H-MgO_14_SiO2_7_Andreas_3-site4    1.155    14    3    3.057    -2.606    1.446    1.925    -0.637    2.0    0.667    0.572    0.086    0.584    0.752    0.57
H-MgO_14_SiO2_7_Andreas_3-site41    0.918    14    3    3.057    -2.667    1.417    1.912    -0.661    2.0    0.667    0.534    0.117    0.634    0.742    0.506
H-MgO_14_SiO2_7_Andreas_3-site46    1.318    14    2    3.057    -1.915    1.354    1.759    -0.615    2.0    0.5    0.691    0.502    0.731    0.827    0.677
H-MgO_14_SiO2_7_Andreas_3-site5    0.918    14    3    3.057    -2.87    1.429    1.947    -0.642    2.0    0.667    0.589    0.03    0.559    0.762    0.599
H-MgO_14_SiO2_7_Andreas_3-site6    1.052    14    3    3.057    -2.561    1.409    1.931    -0.642    2.0    0.667    0.567    0.043    0.593    0.761    0.558
H-MgO_14_SiO2_7_Andreas_3-site7    1.464    14    2    3.057    -1.284    1.395    1.758    -0.631    2.0    0.5    0.619    0.54    0.812    0.769    0.578
